"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Follows,Comments,Saves
18075882308258594,17841400841207807,_caminocoaching,"Camino Coaching","🧠 110 BITS VS 4 BILLION BITS: WHY THE HARDER YOU TRY, THE SLOWER YOU GO 🧠

Let's look at your brain to see what's actually going on.

CONSCIOUS MIND (Above the waterline):

Critical thinking, judgments, overthinking
Operates at 110 bits/second
Listening to me right now = 60 bits
Someone interrupts = OVERLOAD (120 bits)
This is why most riders spend race weekends overwhelmed.

SUBCONSCIOUS MIND (Below the waterline):

Intuition, creativity, imagination
Operates at 4 BILLION bits/second
Regulates organs, temperature, breathing—effortlessly
Feels LIMITLESS
THE BATTLE:

🥴 Drunken Monkey (110 bits): Jumping to conclusions, predicting the future, feeling overwhelmed

🧙 Subconscious Wizard (4 billion bits): Intuitive, creative, processing everything effortlessly

WHEN YOU'RE RIDING AT YOUR BEST:
You're riding subconsciously. No thinking—just doing. You don't calculate ""10 bar of brake pressure""—you FEEL it.

WHEN YOU'RE STRUGGLING:
You're riding consciously. Trying to keep up. Overthinking. Running at 110 bits = limited, overwhelmed, stressed.

The harder you try, the slower you go.

👉 DM ""BLUEPRINT"" for our free 3-day training that shows you how to unlock your 4-billion-bit subconscious wizard and ride at your peak consistently.

Critical thinking, judgments, and overthinking #RacingMindset #PeakPerformance #TrackDay #MentalTraining #CaminoCoaching #MotoGP #RacingPsychology",189,"12/15/2025 10:01",https://www.instagram.com/reel/DSSxxMPDWms/,"IG reel",,Lifetime,67,54,0,0,0,0,0
17853227178597158,17841400841207807,_caminocoaching,"Camino Coaching","MEET YOUR DRUNKEN MONKEY 

There's a blocker to flow state that's sabotaging your success right now.

And you need to meet him.

This is your Drunken Monkey. We've all got one.

Here's what he does to destroy your performance:

❌ Jumps to conclusions (usually wrong)
❌ Tries to predict the future (gets it wrong most of the time)
❌ Creates distractions on AND off track
❌ Makes you late for things
❌ Enjoys chaos
❌ Keeps you overthinking 24/7

The brutal truth? Your Drunken Monkey is riding the bike some of the time.

Not you. Him.

And that's why you're inconsistent. That's why you freeze up. That's why you can't access flow when it matters most.

The fastest riders in the world have learned to silence their Drunken Monkey and ride from a different place entirely.

👉 DM ""BLUEPRINT"" for our free 3-day training that shows you exactly how to tame your Drunken Monkey and unlock consistent flow state performance.

#MotorcycleRacing #FlowState #MentalGame #RacingMindset #PeakPerformance #TrackDay #RacingPsychology #CaminoCoaching #MotoGP #Overthinking",44,"12/15/2025 00:01",https://www.instagram.com/reel/DSRtFBSDeoX/,"IG reel",,Lifetime,270,219,0,0,0,0,0
17888584134401256,17841400841207807,_caminocoaching,"Camino Coaching","🧠 THE 7 SIGNS YOU'RE IN FLOW STATE 🧠

Ever had a session where everything just... clicks?

That's flow state. And it's not luck—it's science.

When you're in flow:

✅ Everything happens automatically—no thinking
✅ Your inner critic goes silent (finally!)
✅ Time warps—40 minutes feels like 5
✅ You KNOW when to make the move—pure intuition
✅ You're on the limit with ease and joy
✅ Your memory gets fuzzy (can't remember epic overtakes!)
✅ The experience itself is the reward

The problem? Most riders only hit flow by accident.

The solution? There's a proven process to access it on demand.

I've worked with 500+ riders to unlock their flow state triggers in our neuroscience-backed training system.

👉 DM ""BLUEPRINT"" for instant access to our free 3-day training that shows you how to enter flow state on command.

#FlowState #Motorsport #Racing #TrackDay #PeakPerformance #MentalStrength #RaceReady #Coaching #MotoGP",125,"12/14/2025 02:39",https://www.instagram.com/reel/DSPaYbYD2Vq/,"IG reel",,Lifetime,232,201,3,0,0,0,1
18096924430857122,17841400841207807,_caminocoaching,"Camino Coaching","What is Flow State? 🌊

Until about 25 years ago, flow was seen as mystical.

Meditation. Trance. Ninja-level martial arts.

High dedication + high discipline = flow state.

Then EEG technology changed everything.

Scientists measured brainwaves and discovered something incredible:

Just about everybody sponsored by Red Bull was dropping into flow.

High flow activities:

Skiing ⛷️
Surfing 🏄
Playing a musical instrument 🎸
Even playing with your dog 🐕
We've all seen that soloist who's at one with their instrument. They're not thinking—they're just playing. Everyone's in awe. That's flow.

And motorcycle racing? One of the highest flow environments on the planet. 

👉 DM ""BLUEPRINT"" for the free training that shows you what actually works.",91,"12/14/2025 00:00",https://www.instagram.com/reel/DSPIOpOj1ML/,"IG reel",,Lifetime,203,179,0,0,0,0,0
18167695801347340,17841400841207807,_caminocoaching,"Camino Coaching","Alvaro Bautista narrowly missed the World Superbike Championship in 2019.

So what did he change? 🤔

❌ Not his bike setup
❌ Not his physical training
✅ His mentality

""It's a bit like telemetry for the mind.""

When you work on your mental approach, you get better access to flow state —where peak performance lives.

Marc Marquez: ""A wonderful feeling.""
Valentino Rossi: ""Finding his rhythm.""

Three World Champions. Same secret.

Riding at the limit isn't about external factors. It's about the internal state you drop into.

Want to access flow state on command?

👉 DM ""BLUEPRINT"" for our free 3-day training",98,"12/13/2025 10:01",https://www.instagram.com/reel/DSNoJ2TD38l/,"IG reel",,Lifetime,262,223,0,0,0,0,0
18060242852270769,17841400841207807,_caminocoaching,"Camino Coaching","Big Mistake #7: Superstitions 🍀 

Lucky underwear. Left glove on first. Fist bump before the race.

The paddock is FULL of superstitions.

Here's the problem:

There's no science behind it.

You had ONE good race wearing those lucky socks. Now you wear them every race... and your performance drops.

But you keep wearing them because ""what if I don't?""

It's crazy. It's proven NOT to work. Yet you're still crossing your fingers hoping it will.

The truth?

Superstitions give you a false sense of control. They keep you focused on external rituals instead of the internal state that actually creates performance.

While you're worrying about which boot to put on first, the fast guys are using real data and real science to access flow state on command.

Want to stop relying on luck and start using proven neuroscience?

👉 DM ""BLUEPRINT"" for the free training that shows you what actually works.

#MotorcycleRacing #RacingMindset #Superstitions #FlowState #PeakPerformance #MentalTraining #Neuroscience #RacingPsychology #PerformanceCoaching #CaminoCoaching",93,"12/13/2025 00:01",https://www.instagram.com/reel/DSMjgzpAaXG/,"IG reel",,Lifetime,224,204,0,0,0,0,0
18079414751153495,17841400841207807,_caminocoaching,"Camino Coaching","Big Mistake #6: Changing everything 🏍💭

New bike.
New team.
New setup.
New tires.

But the results stay the same.

Here's why:

You're changing everything EXCEPT the one thing that actually matters.

YOU.

Your mental system is the constant.
If you don't fix that, nothing else changes.

Stop chasing external fixes.
Start building your internal system.

Want to learn what actually needs to change?
👉 DM me ""BLUEPRINT"" for the free training

 #RaceMindset #FlowState #RacePerformance #MotoGP #Superbike #TrackDay #RacingMindset #PeakPerformance #CaminoCoaching",159,"12/12/2025 10:00",https://www.instagram.com/reel/DSLDSddjxwf/,"IG reel",,Lifetime,426,340,7,0,0,0,0
17912292804257219,17841400841207807,_caminocoaching,"Camino Coaching","Big Mistake #5: The Frustration Loop 🏍💭

You make a mistake.
You get frustrated.
The frustration makes you tense.
The tension makes you make MORE mistakes.

Now you're in a loop:
Mistake → Frustration → Tension → More mistakes

One bad corner ruins your entire race.

The fix?
Learn to break the frustration loop BEFORE it costs you the race.

Want to learn how to stay composed when things go wrong?
👉 DM me ""BLUEPRINT"" for the free training

#MotorcycleRacing #RaceMindset #FlowState #RacePerformance #MotoGP #Superbike #TrackDay #RacingMindset #PeakPerformance #CaminoCoaching",106,"12/12/2025 00:01",https://www.instagram.com/reel/DSJ-pb0j7ip/,"IG reel",,Lifetime,278,241,2,0,0,0,0
18096219973850717,17841400841207807,_caminocoaching,"Camino Coaching","Big Mistake #4: Trying too hard 🏍💭

""I just need to push harder.""
""I need to try more.""
""I need to give 110%.""

Here's the problem:

When you try harder, you create MORE tension.
More tension = slower lap times.

The harder you try, the slower you go.

Your conscious brain (110 bits/second) is trying to override your subconscious brain (4 BILLION bits/second).

You can't out-think 4 billion bits of processing power.

The answer? Stop trying so hard.
Let your subconscious do what it's designed to do.

Want to learn how to access your subconscious speed?
👉 DM me ""BLUEPRINT"" for the free training

#MotorcycleRacing #RaceMindset #FlowState #RacePerformance #MotoGP #Superbike #TrackDay #RacingMindset #PeakPerformance #CaminoCoaching",69,"12/11/2025 10:01",https://www.instagram.com/reel/DSIekqfgWhM/,"IG reel",,Lifetime,322,252,4,0,0,0,1
17918725356218476,17841400841207807,_caminocoaching,"Camino Coaching","Big Mistake #2: Overthinking and second-guessing 🏍💭

Trying to figure out what the problem is.
Trying to figure out how someone else is faster.

But here's what actually happens:

You INCREASE your stress and anxiety.
You CREATE bigger problems that didn't even exist.

""Maybe it's this... maybe it's that... maybe it could be this...""

Overthinking creates problems that weren't there in the first place.

And it costs you your performance.

Want to eliminate analysis paralysis for good?
👉 DM me ""BLUEPRINT"" for the free training

#MotorcycleRacing #RaceMindset #FlowState #RacePerformance #MotoGP #Superbike #TrackDay #RacingMindset #PeakPerformance #CaminoCoaching",61,"12/11/2025 00:01",https://www.instagram.com/reel/DSHZ7YygYMQ/,"IG reel",,Lifetime,260,217,4,0,1,0,0
17941514012965158,17841400841207807,_caminocoaching,"Camino Coaching",,62,"12/10/2025 10:01",https://www.instagram.com/reel/DSF5v-ekl38/,"IG reel",,Lifetime,283,225,9,0,1,0,1
17868949794488067,17841400841207807,_caminocoaching,"Camino Coaching","Fast in practice. Stuck in qualifying. Sound familiar? 🏍️

Rakshith had the speed. Same bike as everyone else in the NSF250 series.

But the moment qualifying started and the pressure was on, his brain went into overthinking mode:

""Should I overtake before the corner or after?""
""Do I have enough gap?""
""What if I mess this up?""

By the time he made a decision, the moment was gone.

He'd catch slower riders, then calibrate himself to THEIR pace instead of his own.

Bad qualifying = bad grid position = compromised races.

Every. Single. Weekend.

Then we applied the Camino Process.

We didn't change his bike. We didn't change his team.
We changed his mental approach.

Next race: Malaysia. He won the whole thing.

Then? Selected for Asia Talent Cup. Fighting in the international series.

Same rider. Same bike. Different mental game.

Overthinking is costing you lap times and positions. Every time you second-guess yourself, you're handing the advantage to riders who've trained their mind to execute without hesitation.

Ready to silence that voice in your helmet?

DM me ""BLUEPRINT"" for our free 3-day training that shows you exactly how to eliminate overthinking and race with clarity.

#FlowState #MotorcycleRacing #RacingMindset #MentalPerformance #Overthinking #NSF250 #AsiaTalentCup",82,"12/10/2025 00:01",https://www.instagram.com/reel/DSE1HodjFhr/,"IG reel",,Lifetime,285,216,2,0,0,0,0
18167652097383378,17841400841207807,_caminocoaching,"Camino Coaching","Fast in practice. Stuck in qualifying. Sound familiar? 🏍️

Rashid had the speed. Same bike as everyone else in the NSF250 series.

But the moment qualifying started and the pressure was on, his brain went into overthinking mode:

""Should I overtake before the corner or after?""
""Do I have enough gap?""
""What if I mess this up?""

By the time he made a decision, the moment was gone.

He'd catch slower riders, then calibrate himself to THEIR pace instead of his own.

Bad qualifying = bad grid position = compromised races.

Every. Single. Weekend.

Then we applied the Camino Process.

We didn't change his bike. We didn't change his team.
We changed his mental approach.

Next race: Malaysia. He won the whole thing.

Then? Selected for Asia Talent Cup. Fighting for top 10s.

Same rider. Same bike. Different mental game.

Overthinking is costing you lap times and positions. Every time you second-guess yourself, you're handing the advantage to riders who've trained their mind to execute without hesitation.

Ready to silence that voice in your helmet?

DM me ""BLUEPRINT"" for our free 3-day training that shows you exactly how to eliminate overthinking and race with clarity.

#FlowState #MotorcycleRacing #RacingMindset #MentalPerformance #Overthinking #NSF250 #AsiaTalentCup",82,"12/10/2025 00:01",https://www.instagram.com/reel/DSE1G0pDAZX/,"IG reel",,Lifetime,429,324,4,2,1,0,1
17877824454442938,17841400841207807,_caminocoaching,"Camino Coaching","$40,000 in upgrades. Zero speed gained. 🏍️

Andrew spent a fortune:
• Engine work
• Suspension rebuild
• Works bolt-ons

Same lap times. Still stuck.

Then he applied the Camino Process.
Zero bike changes.
Just mental performance training.

8 weeks later at Daytona:
1.5 seconds faster than his PB.
Same bike.

Stop being an expensive passenger on a fast bike.

DM ""BLUEPRINT"" for the free training that shows you what actually creates performance.

#FlowState #MotorcycleRacing #RacingMindset",53,"12/09/2025 10:01",https://www.instagram.com/reel/DSDU_78D5Xc/,"IG reel",,Lifetime,243,212,1,0,0,0,0
17958141635892295,17841400841207807,_caminocoaching,"Camino Coaching","The void in motorcycle racing that's keeping you mid-pack 🏍️

For as much as technology has developed in our sport, there's actually a huge area where it's lacking...

The mental approach.

This is what's stopping you from becoming the motorcycle racer you could become.

We focus on having the best bike, the best setup, the best equipment. But what happens when everyone on the grid has invested at the same level?

What separates you from the rest when everyone's on the same package?

Over the next 10 days, I'm breaking down the exact mental performance system that's taken riders from mid-pack to podiums - without changing their bike.

Ready to discover what's really holding you back?

DM me ""BLUEPRINT"" for instant access to our free 3-day training that reveals the complete system.

#FlowState #MotorcycleRacing #RacingMindset #PeakPerformance #MentalTraining #RacingPsychology #CaminoCoaching",73,"12/09/2025 00:06",https://www.instagram.com/reel/DSCQ7-jjzC5/,"IG reel",,Lifetime,222,196,0,0,0,1,1
17915046963250648,17841400841207807,_caminocoaching,"Camino Coaching","""Racing is 90% between the ears.""
— Kevin Schwantz, 500cc World Champion

And most racers are trying to win with no system for the 90%.

You can run the lap in practice. But lose 1-2 seconds when the lights go on.

""My head went.""
""I bottled it.""
""Couldn't commit on the brakes.""

The tension shows up instantly: arm pump, tight shoulders, death-grip on the bars.

You're fine on your own. But fall apart in traffic.

After a big crash, you say you're fine – but you still back off at that corner.

You're riding not to crash, instead of riding to win.

One mistake or near-miss and it ruins the rest of your race.

Here's the thing:

It's not your courage. It's not your setup. It's not your fitness.

Your survival brain is taking control under pressure because you don't have a repeatable race-day process for your brain.

You've got the bike. You've got the data. You've got the speed in practice.

What you don't have is a mental system that keeps your survival brain quiet when it matters.

That's what I fix.

The Flow Performance Programme is a repeatable mental system built for serious racers who know they've got the speed but can't access it under pressure.

Not generic mindset coaching. A structured process so you can bring your practice pace to the grid without riding over your head.

The result?

You close the practice vs race pace gap.

You stay loose and committed in traffic, not just on a clear lap.

You stop letting your head steal seconds when the lights go out.

Ready to stop your survival brain from stealing your results?

DM me the word ""Blueprint"" and I'll send you the free training that shows you exactly how this works.",0,"12/08/2025 03:14",https://www.instagram.com/p/DSABrqSDc6n/,"IG image",,Lifetime,237,101,1,0,0,0,0
18089436761502627,17841400841207807,_caminocoaching,"Camino Coaching","I’ve just gone through sleep data from 50+ racers and it’s honestly worrying.

Over 80% can’t wake up without an alarm.
Around 70% need caffeine before midday just to feel normal.
Most of them could fall back asleep at 10am without trying.

Now imagine taking that brain onto track.

Here’s what that actually means when you’re riding:

Your reaction time is 30–50 milliseconds slower

You’re missing visual cues that should feel obvious

Your brain can’t keep up when something suddenly changes

That “off” feeling you sometimes get?

The corner where your timing was weird

The moment you froze instead of rolling on or picking the bike up

The near-miss you can’t quite explain

That usually isn’t bad luck.
That’s bad sleep.

When you’re sleep deprived, the decision-making part of your brain is the first thing to switch off.
So when the bike moves, or someone runs you tight, your brain is a step behind and you feel it as hesitation, tension or panic.

I’ve seen this over and over working with racers.

The ones who keep progressing, session after session, aren’t just “naturally confident”.
They take recovery as seriously as bike setup.

Sleep is the cleanest performance mod you’ll ever get.
It’s legal. It’s free.
And almost every racer is leaving performance on the table by ignoring it.

The good bit:

You can start turning this around in the next 7–14 days with the right protocol.
I’ve already used it with riders who went from wired and foggy to calm and switched on in under two weeks.

The bad bit:

Most riders won’t change anything until they’ve already scared themselves or ended up in the gravel.

Want the fix? DM Blueprint below and I’ll send it over.",0,"12/06/2025 10:41",https://www.instagram.com/p/DR7rQghDCDZ/,"IG image",,Lifetime,607,267,6,0,0,0,1
17888292507397005,17841400841207807,_caminocoaching,"Camino Coaching","Your brain has a limit. You’re pushing past it.

When you try to think your way through the lap, braking technique or line choice, you switch into the slow part of the brain. That’s why everything feels delayed. Corners come at you faster than you can process them. Your body goes tight. Your riding gets reactive instead of smooth.

Your best laps don’t come from thinking harder. They come from letting the subconscious take over.
That’s the shift into flow.
The difference between fighting the bike and moving with it.

I’ve got a free training that shows you how to trigger that shift before you even roll out of pit lane.

DM BLUEPRINT and I’ll send it over.

#motorcycleracing #flowstate #racingpsychology #trackday #superbike #motogp #mentalperformance",0,"12/03/2025 10:07",https://www.instagram.com/p/DRz451oiSHa/,"IG carousel",,Lifetime,444,139,5,0,0,0,0
17911955118254287,17841400841207807,_caminocoaching,"Camino Coaching","You aren’t lazy. Your brain is choosing safety over speed. 

I just finished an onboarding call with a rider who is finally joining the programme. We actually first met in 2022 to discuss his racing.

He knew he was stuck then. He knew he had hit a ceiling. But he decided to put it off.

Instead of investing in his performance, he spent that budget on a caravan. Safe. Comfortable. Known.

THE RESULT? Three unsatisfying seasons later, he is back. He has spent thousands on tyres, fuel, and track days since then—but he is exactly where he started on the timing sheets. He chose the caravan over the championship. And he can never buy those three years back.

THE DIAGNOSIS: THE COMFORT TRAP This isn't a character flaw. It is a biological survival mechanism. Your Limbic System (the primitive brain) prioritizes safety and energy conservation. To your brain, ""Change"" looks like a ""Threat."" 

Buying a caravan feels safe. Stepping up your performance and facing your limitations feels dangerous.

THE FIX Comfort over commitment is why most of the grid just makes up the numbers. Are you ready to bypass your survival instincts and delete the invisible mistakes costing you your career?
DM the word “Blueprint” to get the free training and break out of your comfort zone",0,"12/02/2025 10:00",https://www.instagram.com/p/DRxTbiyDbBK/,"IG image",,Lifetime,254,99,1,0,0,0,0
18063616556536754,17841400841207807,_caminocoaching,"Camino Coaching","It is the most expensive lie in the paddock: ""I just need a better bike.""

I see the invoices. Data logging, engine maps, carbon fairings. You are building an excellent machine for a rider with a struggling mindset. 

The bike is capable of a 1:34. You are riding it at a 1:36. That 2-second gap is not in the forks. It is in the micro-hesitation of your right wrist when your amygdala screams ""danger"" at the 200m board.

You cannot buy confidence. You have to engineer it.

Stop upgrading the hardware until you have upgraded the software.

DM ""Track"" to get the link to our free training on how to master your trackdays",0,"12/01/2025 08:48",https://www.instagram.com/p/DRumVuxDFot/,"IG image",,Lifetime,252,91,0,0,0,0,0
18087324805812806,17841400841207807,_caminocoaching,"Camino Coaching","You're looking at the rear wheel of your own biggest rival.

That sinking thought: ""4th is okay, I don't need to push for 3rd."" It costs you the podium, every single time.

The Invisible Enemy: Your Mental Set Point 🧠
It feels like a physical barrier, but it's pure neuroscience:

The Problem: You've created an internal ceiling for where you believe you belong. You're fast enough, but your body and brain act as a safety net to keep your identity intact.

The Sabotage: When you try to run a podium pace, your Basal Ganglia creates a ""performance set point."" Exceed it, and your nervous system triggers micro-mistakes, hesitation, and muscle tension to drag you back to what feels familiar.

The Result: You see the same faces beat you every weekend. Same positions, same patterns, same self-imposed ceiling.

The speed is there. The money for the new setup is spent. But your belief system is the invisible component that is holding you back.

🔥 Ready to Conquer Your Mental Game Mistakes? 🔥

You can eliminate this self-sabotage and the other most common mental mistakes that are costing you lap time and results.

👉 REPLY ""BLUEPRINT"" in the comments and I'll send you the link to the free training that reveals the exact system to break through your mental ceiling and start racing like the elite 12%.

#FlowState #Confidence #PeakPerformance #Success #MentalSkills  #Racing #Mindset #Motorcycle",0,"11/30/2025 09:54",https://www.instagram.com/p/DRsJFKwk-50/,"IG image",,Lifetime,532,260,2,0,0,1,0
17905708173145958,17841400841207807,_caminocoaching,"Camino Coaching","Lights out. By Turn 1, you’re already down positions.

Why does this happen?

It’s not because you aren't brave enough. It’s Neuro-inefficiency.

THE ISSUE: That half-second hesitation where you give up the inside line.

THE SCIENCE: On race start, your brain attempts to process lights, clutch bite, gaps, and opponents simultaneously. This cognitive overload crashes your working memory. Your amygdala fires contradictory impulses—defend, attack, avoid—causing ""analysis paralysis.""

The racers passing you aren’t superhuman; they are just neurologically calmer. They have trained mental systems that remove hesitation.

THE RESULT: You lose three seconds you never get back. A P5 qualifying effort turns into P10 by Turn 2, and your race is compromised by traffic.

Stop letting your brain sabotage your starts.

Want to conquer the mental mistakes costing you lap time?

👇 REPLY “BLUEPRINT” below.

#motorcycleracing #racecraft #motogp #sbk #trackday #racingpsychology #neuroscience #caminocoaching",0,"11/29/2025 11:00",https://www.instagram.com/p/DRprz7VAcsM/,"IG image",,Lifetime,388,166,5,0,0,0,0
17961946874862631,17841400841207807,_caminocoaching,"Camino Coaching","Most people charge for this kind of clarity.

I’ve been blown away by the feedback on the free training this week.

We are only a couple of days in, and the group is already identifying blind spots and building roadmaps for the future.

When you see feedback like ""learning heaps"" and ""helped me create a plan for the future,"" you know it’s working. I don't believe in holding back the good stuff just because it's free.

If you’re feeling stuck or just need a push in the right direction, come and take a look at what we’re doing.

Message ""Blueprint"" and i will send it over",0,"11/28/2025 12:00",https://www.instagram.com/p/DRnN6eZDYWg/,"IG carousel",,Lifetime,326,108,1,0,0,0,0
